Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator,passivator_smiles
2071,Methylammonium lead iodide (MAPI),Indium tin oxide (ITO),NIP,2PACz,2-(9H-Carbazol-9-yl)ethylphosphonic acid (2PACz),,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-(9H-carbazol-9-yl)ethylphosphonic acid,C1=CC=CC=2C3=CC=CC=C3N(C12)CCP(O)(O)=O
2077,,SnO2,,,Guanidinium sulfate (Gua-S),,,22.34,1.08,"{'test_name': 'Stability test after 2000 hours', 'temperature': 25, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 87, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,guanidinium sulfate,S(=O)(=O)([O-])[O-].NC(=[NH2+])N.NC(=[NH2+])N
2078,FAPbI3,SnO2,NIP,spiro-OMeTAD,methyl acetate/ethyl acetate,,,6.7,1.0,"{'test_name': 'stability', 'temperature': 25, 'time': 102, 'humidity': 'ambient', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,,C(C)(=O)OCC
2081,,,,,PbSO4,,,24.1,,"{'test_name': 'Photostability', 'temperature': 65, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 20}","{'test_name': 'Thermal stability', 'temperature': 85, 'time': 3000, 'humidity': 30, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,"{'test_name': 'Moisture stability', 'temperature': None, 'time': 5000, 'humidity': 65, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Lead(II) sulfate,S(=O)(=O)([O-])[O-].[Pb+2]
2082,FA 0.6 MA 0.4 PbI3,mesoporous carbon,PIN,mesoporous TiO2,Niacin,13.3,0.9,17.3,0.98,"{'test_name': 'stability', 'temperature': 25, 'time': 60, 'humidity': 40, 'retained_percentage_cont': 77.9, 'retained_percentage_tret': 92.8}",,,,,,,,,,,,,,,,,,,,,,,,,,nicotinic acid,C(C1=CN=CC=C1)(=O)O
2097,,,,,H-TFSI,,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 24, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 85}","{'test_name': 'ISOS-L', 'temperature': 25, 'time': 24, 'humidity': None, 'retained_percentage_cont': 65, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,Hexafluoroisopropanol bis(trifluoromethanesulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.FC(C(C(F)(F)F)O)(F)F
2100,,,,,"1-butyl, 3-methylimidazolium acetate ([BMIM][ACO])",,,19.43,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 80, 'humidity': None, 'retained_percentage_cont': 75.21, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Butyl-3-methylimidazolium acetate,C(C)(=O)[O-].C(CCC)N1C=[N+](C=C1)C
2104,CsPbI2Br,SnO2/ZnO,NIP,P3HT,2-Amino-5-nitrothiazole,15.21,1216.0,17.13,1278.0,"{'test_name': 'thermal', 'temperature': 85, 'time': 720, 'humidity': 'air', 'retained_percentage_cont': 25, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,2-amino-5-nitrothiazole,NC=1SC(=CN1)[N+](=O)[O-]
2107,,SnO2,,,H2SO4,22.48,1.2,24.29,1.23,"{'test_name': 'Stability test', 'temperature': 20, 'time': 1000, 'humidity': '20-25% RH', 'retained_percentage_cont': 26.51, 'retained_percentage_tret': 95.29}",,,,,,,,,,,,,,,,,,,,,,,,,,Sulfuric acid,S(O)(O)(=O)=O
2108,CsPbIBr2,SnO2/ITO,NIP,Spiro-OMeTAD,CO,9.37,1.34,11.0,1.34,"{'test_name': 'MPP tracking', 'temperature': 50, 'time': 500, 'humidity': 10, 'retained_percentage_cont': 66.02, 'retained_percentage_tret': 91.72}",,,,,,,,,,,,,,,,,,,,,,,,,,Carbon monoxide,[C]=O
2114,,,,,acrylonitrile (AN),,,24.16,1.194,"{'test_name': 'MPP tracking', 'temperature': 20, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Acrylonitrile,C(C=C)#N
2116,,,,,PEAI,,,23.32,1.18,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
2118,,,,,NaBr,,,98.0,,"{'test_name': 'Stability test in toluene-water biphasic system', 'temperature': None, 'time': '70 hours', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 40}",,,,,,,,,,,,,,,,,,,,,,,,,,sodium bromide,[Br-].[Na+]
2125,,,,,2-chloro-phenethylammonium iodide (2-Cl-PEAI),,,23.3,1.2,"{'test_name': 'Stability test', 'temperature': None, 'time': 2000, 'humidity': 40, 'retained_percentage_cont': 90, 'retained_percentage_tret': 98.5}",,,,,,,,,,,,,,,,,,,,,,,,,,2-chloro-phenethylammonium iodide,[I-].ClC1=C(CC[NH3+])C=CC=C1
2126,,,,,methylammonium acetate (MAAc),,,21.18,,"{'test_name': 'stability test', 'temperature': 85, 'time': 500, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium acetate,C(C)(=O)[O-].C[NH3+]
2133,,,,,4-trifluoromethyl-phenylammonium iodine (CF3 PhAI),,,20.11,1.2,"{'test_name': None, 'temperature': None, 'time': 1750, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,4-(trifluoromethyl)phenylammonium iodide,[I-].FC(C1=CC=C(C=C1)[NH3+])(F)F
2140,,,,,Choline acetate (CA),22.3,1.08,24.03,1.14,"{'test_name': 'Humidity', 'temperature': 40, 'time': 288, 'humidity': 40, 'retained_percentage_cont': 30, 'retained_percentage_tret': 10}","{'test_name': 'Thermal stress', 'temperature': 60, 'time': 400, 'humidity': None, 'retained_percentage_cont': 10, 'retained_percentage_tret': 20}",,,,,,,,,,,,,,,,,,,,,,,,,2-hydroxyethyl(trimethyl)azanium acetate,C(C)(=O)[O-].OCC[N+](C)(C)C
2142,,,,,CdI2,,,24.49,1.177,"{'test_name': None, 'temperature': None, 'time': 1600, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 87}",,,,,,,,,,,,,,,,,,,,,,,,,,Cadmium iodide,[I-].[Cd+2].[I-]
2145,MAPbI3,TiO2 nanorod array and nanoparticles (RP-TiO2),NIP,Carbon,γ-butyrolactone,14.32,0.915,16.07,0.948,"{'test_name': 'Stability test', 'temperature': 25, 'time': 1500, 'humidity': '30-40%', 'retained_percentage_cont': 93, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,gamma-Butyrolactone,C1(CCCO1)=O
2150,,,,,Platinum (Pt),,,,,"{'test_name': 'ISOS-D', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,platinum,[Pt]
2157,,SnO2,n-i-p,,Sodium gluconate (SG),23.7,1.171,25.34,1.194,"{'test_name': 'Stability test', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Sodium D-gluconate,O=C([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[O-].[Na+]
2161,CsPbI3,P3CT,NIP,SpiroOMeTAD,Hexanediamine (HDA),12.69,1.01,18.21,1.1,"{'test_name': 'Stability test', 'temperature': 35, 'time': 1000, 'humidity': 35, 'retained_percentage_cont': 50, 'retained_percentage_tret': 80}",,,,81.21,,,,,,,,,,,,,,,,,,,,,,Hexanediamine,C(CCCCC)(N)N
2164,,,,,phenethylammonium iodide (PEAI),,,,,"{'test_name': 'ISOS-L-2', 'temperature': 65, 'time': None, 'humidity': 30, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-phenylethylazanium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
2167,,,,,Tris(4-fluorophenyl)phosphine oxide (TFPPO),,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 750, 'humidity': 'ambient air', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}","{'test_name': 'ISOS-L', 'temperature': 25, 'time': 750, 'humidity': 'O2', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 750, 'humidity': 'N2', 'retained_percentage_cont': 50, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,Tris(4-fluorophenyl)phosphine oxide,FC1=CC=C(C=C1)P(C1=CC=C(C=C1)F)(C1=CC=C(C=C1)F)=O
2168,MAPb(I0.5Br0.5)3,SnO2,NIP,Spiro-OMeTAD,1-propyl-3-vinylimidazolium iodide (IL-I),,,9.5,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 60, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 99}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Propyl-3-vinylimidazolium iodide,[I-].C(CC)N1C=[N+](C=C1)C=C
2171,,SnO2,,,CuCl2,21.18,,23.71,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 30, 'humidity': 35, 'retained_percentage_cont': 52.72, 'retained_percentage_tret': 87.62}",,,,,,,,,,,,,,,,,,,,,,,,,,Copper(II) chloride,[Cu](Cl)Cl
2178,,,,,1-naphthylmethylammonium bromide (NMABr),,,20.2,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 3000, 'humidity': '30-40% RH', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,1-(naphthalen-1-yl)methanaminium bromide,[Br-].C1(=CC=CC2=CC=CC=C12)C[NH3+]
2181,FAPbI3,SnO2,NIP,spiro-OMeTAD,dodecylammonium formate (DOFo),20.76,1.09,25.0,1.2,"{'test_name': 'Thermal stability', 'temperature': 85, 'time': 1000, 'humidity': 'N2', 'retained_percentage_cont': 92, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,,dodecylammonium formate,C(=O)[O-].C(CCCCCCCCCCC)[NH3+]
2182,,,,,Fmoc-Ala-OH,16.18,1.08,21.14,1.08,"{'test_name': 'Stability test', 'temperature': 25, 'time': 10, 'humidity': 38, 'retained_percentage_cont': 72, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,Fmoc-alanine,C(=O)(OCC1C2=CC=CC=C2C2=CC=CC=C12)N[C@@H](C)C(=O)O
2187,,,,,4-methoxybenzamidine hydrochloride (MeO-PFACl),,,25.37,1.19,"{'test_name': 'Maximum power point tracking (MPPT)', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}","{'test_name': 'Accelerated thermal aging', 'temperature': 65, 'time': 500, 'humidity': None, 'retained_percentage_cont': 86, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,4-methoxybenzamidine hydrochloride,Cl.COC1=CC=C(C(=N)N)C=C1
2190,MAPbI3,TiO2,NIP,Iron pyrite (FeS2 NCs),Iron pyrite (FeS2 NCs),8.03,991.6,8.85,972.6,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 7, 'humidity': '50% RH', 'retained_percentage_cont': 65, 'retained_percentage_tret': 85}",,,,66.4,,,,,,,,,,,,,,,,,,,,,,iron disulfide,[Fe](=S)=S
2192,Cs 0.05 FA 0.95 PbI 3,SnO2,PIN,Spiro-OMeTAD,TPA,,,25.67,1.203,"{'test_name': 'Stability', 'temperature': 1000, 'time': '1000 h', 'humidity': '30% RH', 'retained_percentage_cont': 20, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Triphenylamine,C1(=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1
2194,,,,,urea,10.42,0.8200000000000001,14.22,0.89,"{'test_name': 'long-term shelf stability', 'temperature': None, 'time': 2184, 'humidity': None, 'retained_percentage_cont': 88.7, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Urea,NC(=O)N
2199,,SnO2,,Spiro-OMeTAD,Citric Acid (CA),21.02,,24.2,,"{'stability_type': 'ISOS-D', 'temperature': 25, 'time': 800, 'humidity': 60, 'retained_proportion_cont': 0.867, 'retained_proportion_tret': 0.962}","{'stability_type': 'ISOS-L', 'temperature': 25, 'time': 1600, 'humidity': '20-40', 'retained_proportion_cont': 0.854, 'retained_proportion_tret': 0.932}",,,,,,,,,,,,,,,,,,,,,,,,,citric acid,C(CC(O)(C(=O)O)CC(=O)O)(=O)O
2205,,,,,Hexachlorotriphosphazene (HCCP),,,21.47,1.21,"{'test_name': 'Stability test', 'temperature': 500, 'time': '500 hours', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,hexachlorocyclotriphosphazene,ClP1(=NP(=NP(=N1)(Cl)Cl)(Cl)Cl)Cl
2212,,,,,CH3NH3PbI3 (MAP),0.7000000000000001,,4.1,,"{'test_name': 'air_stability', 'temperature': 'air', 'time': '1 week', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium lead iodide,[Pb](I)I.C[NH3+]
2218,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3 with 5% excess PbI2,,,,I-2PACz,,,25.39,,"{'stability_type': None, 'temperature': 45, 'time': 1000, 'humidity': None, 'retained_proportion_cont': 0.963, 'retained_proportion_tret': None}",,PIN,,,,,,,,,,,,,,,,,,,,,,,,2-(9H-Carbazol-9-yl)ethylphosphonic acid,C1=CC=CC=2C3=CC=CC=C3N(C12)CCP(O)(O)=O
2219,CsPbBr3,,,,trioctylphosphine,,,,,"{'test_name': 'stability under ambient conditions', 'temperature': 25, 'time': 'over 100 days', 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Trioctylphosphine,C(CCCCCCC)P(CCCCCCCC)CCCCCCCC
2223,FA 1-x MA x PbI 3-y Br y,spiroOMeTAD,NIP,,1-ethylpyridine hydrobromide (EPB),18.85,1.039,20.71,1.092,"{'test_name': 'Stability test', 'temperature': '20-30°C', 'time': '400 hours', 'humidity': '30-45%', 'retained_percentage_cont': 81.1, 'retained_percentage_tret': 94.5}","{'test_name': 'Stability test', 'temperature': '20-30°C', 'time': '400 hours', 'humidity': '30-45%', 'retained_percentage_cont': 91.9, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,1-Ethylpyridinium bromide,[Br-].C(C)[N+]1=CC=CC=C1
2229,,,,,NH4SCN,,,21.96,,"{'test_name': 'Storage stability', 'temperature': 25, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'MPP tracking', 'temperature': 25, 'time': 400, 'humidity': None, 'retained_percentage_cont': 78.5, 'retained_percentage_tret': 94.0}",,,,"{'test_name': 'PCE distribution', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,ammonium thiocyanate,[S-]C#N.[NH4+]
2230,,TiO2,,,l-Aspartate acid potassium (AAP),10.4,1.06,12.11,1.14,"{'test_name': 'J-V', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'PL', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'EIS', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Potassium l-aspartate,N[C@@H](CC(=O)[O-])C(=O)[O-].[K+].[K+]
2234,CsSnBr3,TiO2,n-i-p,spiro-MeOTAD,SnF2,2.1,0.41,4.8,0.4,"{'test_name': 'XPS', 'temperature': 2.5, 'time': '30 min', 'humidity': 'null', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,7.1,58.0,,,,,,,,,9.0,58.0,,,,,,,,,,,,Tin(II) fluoride,[Sn](F)F
2236,CsPbBr3,,,,TMA (trimethyl aluminum),,,,,"{'test_name': 'Water stability test', 'temperature': 25, 'time': 15, 'humidity': 25, 'retained_percentage_cont': 60, 'retained_percentage_tret': None}","{'test_name': 'Thermal stability test', 'temperature': 85, 'time': 5, 'humidity': None, 'retained_percentage_cont': 47, 'retained_percentage_tret': 58}",,,,"{'test_name': 'Air exposure test', 'temperature': None, 'time': 60, 'humidity': None, 'retained_percentage_cont': 62, 'retained_percentage_tret': 84}",,,,,,,,,,,,,,,,,,,,,Trimethylaluminum,C[Al](C)C
2244,,,,,Potassium pyrophosphate (KPP),16.0,,9.8,,"{'test_name': 'ISOS-L', 'temperature': 35, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 81, 'retained_percentage_tret': None}","{'test_name': 'Outdoor', 'temperature': 40, 'time': 75, 'humidity': None, 'retained_percentage_cont': 65, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Tetra potassium diphosphate,[O-]P([O-])(=O)OP(=O)([O-])[O-].[K+].[K+].[K+].[K+]
2247,CsPbI3,TiO2,,,5-Azaspiro[4.4]nonan-5-ium lead triiodide (ASNPbI3),18.34,1.13,,,"{'test_name': None, 'temperature': 85, 'time': 400, 'humidity': None, 'retained_percentage_cont': 68, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,5-Azaspiro[4.4]nonan-5-ium lead triiodide,[Pb+](I)(I)I.C1CCC[N+]12CCCC2
2248,,,,,Li2CO3,,,,,"{'test_name': 'CA experiments', 'temperature': 'Room temperature', 'time': '14 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Lithium carbonate,C([O-])([O-])=O.[Li+].[Li+]
2250,,,,,phenylpropylammonium iodide (PPAI),,,24.2,,"{'test_name': 'operational stability', 'temperature': 25, 'time': 240, 'humidity': None, 'retained_percentage_cont': 92, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylpropylammonium iodide,[I-].C1(=CC=CC=C1)CCC[NH3+]
2251,,,,,tetrabutylammonium bromide (TBAB),,,32.5,0.89,"{'test_name': 'ISOS-D', 'temperature': 23, 'time': 118, 'humidity': None, 'retained_percentage_cont': 29, 'retained_percentage_tret': 72}",,,,,,,,,,,,,,,,,,,,,,,,,,tetrabutylammonium bromide,[Br-].C(CCC)[N+](CCCC)(CCCC)CCCC
2255,,,,PEDOT:PSS modified with GBA,4-guanidinobutyric acid (GBA),,,9.41,,"{'test_name': 'Stability test', 'temperature': None, 'time': 230, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'Stability test', 'temperature': None, 'time': 98, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,4-guanidinobutanoic acid,N(C(=N)N)CCCC(=O)O
2256,,,,NiO_x,NiO_x,,,,,"{'test_name': 'UV-ozone treatment', 'temperature': 30, 'time': '12 min', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Nickel oxide,[Ni]=O
2273,,,,,methyl ammonium (MA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium,C[NH3+]
2278,CsPbBr3,SnO2,NIP,NiOx,NiOx,8.15,1.37,10.07,1.49,"{'test_name': 'Stability Test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Nickel(III) oxide,[Ni+]=O
2279,,,,,LiF,,,,,"{'test_name': 'Stability test', 'temperature': 85, 'time': 96, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,lithium fluoride,[F-].[Li+]
2282,,,,,2-aminoethyl hydrogen sulfate (AES),,,,,"{'test_name': 'ambient stability', 'temperature': '25 ± 5°C', 'time': '2280 hours', 'humidity': '25 ± 5%', 'retained_percentage_cont': 97, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Aminoethyl hydrogen sulfate,S(=O)(=O)(OCCN)O
2283,,,,,dodecylphosphonic acid (DDPA),18.87,1.27,20.2,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,dodecylphosphonic acid,C(CCCCCCCCCCC)P(O)(O)=O
2288,,,,,BAI (Butylammonium Iodide),,,,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 95}",,,,,,,,,,,,,,,,,,,,,,,,,,Butylammonium iodide,[I-].C(CCC)[NH3+]
2294,"CsPbI3 0.05, FAPbI3 0.90, MAPbBr3 0.05",SnO2,p-i-n,NiOx,SnO2,13.4,,,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 'Short period', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Tin(IV) oxide,[Sn](=O)=O
2297,,,,,CsPbBr3,,,,,"{'test_name': 'Ligand density test', 'temperature': None, 'time': 160, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': None}","{'test_name': 'Aniline polymer test', 'temperature': None, 'time': 11, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,cesium lead(III) bromide,[Pb](Br)(Br)Br.[Cs]
2298,FA0.9PEA0.1SnI3,PCBM,NIP,PEDOT:PSS,Thiourea (TU),5.7,0.54,8.4,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,thiourea,NC(=S)N
2299,,,,,3-ethoxy-4-hydroxybenzadehyde (EVL),21.9,1.139,24.1,1.182,"{'test_name': 'Air ambient stability', 'temperature': 25, 'time': 1440, 'humidity': 30, 'retained_percentage_cont': 78, 'retained_percentage_tret': 92}","{'test_name': 'Thermal stability', 'temperature': 85, 'time': 144, 'humidity': None, 'retained_percentage_cont': 82, 'retained_percentage_tret': 90}",,,,"{'test_name': 'Light stability', 'temperature': 25, 'time': 140, 'humidity': 30, 'retained_percentage_cont': 66, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,3-ethoxy-4-hydroxybenzaldehyde,C(C)OC=1C=C(C=O)C=CC1O
2300,FAPbI3 0.85 (MAPbBr3 0.15),SnO2,n-i-p,Spiro-OMeTAD,NH4PF6,18.46,1.03,21.11,1.11,"{'test_name': None, 'temperature': None, 'time': 1080, 'humidity': 35, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Ammonium hexafluorophosphate,F[P-](F)(F)(F)(F)F.[NH4+]
2301,,,,,2-amidinopyridine hydroiodide (ADP),,,,,"{'test_name': 'Humidity stability test', 'temperature': 25, 'time': 1700, 'humidity': '20-30% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,2-amidinopyridine hydroiodide,I.C(N)(=N)C1=NC=CC=C1
2306,FAPbI3,TiO2,,spiro-OMeTAD,Magnesium benzoate,19.94,1.01,22.24,1.07,"{'stability_type': 'ISOS-L', 'temperature': 30, 'time': 30, 'humidity': '20-30', 'retained_proportion_cont': 0.9, 'retained_proportion_tret': None}",,n-i-p,,,,,,,,,,,,,,,,,,,,,,,,Magnesium benzoate,C(C1=CC=CC=C1)(=O)[O-].[Mg+2].C(C1=CC=CC=C1)(=O)[O-]
2308,FA0.7 MA0.3 Pb0.5 Sn0.5 I3,,,,FACl,16.67,0.8,19.3,0.8200000000000001,"{'test_name': 'ISOS-T', 'temperature': 'Room temperature', 'time': 1000, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,formamidinium chloride,[Cl-].C(=[NH2+])N
2309,,,,,4-chlorobutyric acid (CBA),,,,,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 400, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,4-chlorobutyric acid,ClCCCC(=O)O
2311,PEA2MAn-1PbX3n+1,,,,PEA,,,,,"{'test_name': 'UV-induced halide redistribution', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,phenylethylammonium,C1(=CC=CC=C1)CC[NH3+]
2313,,,,,Dodecylamine (DDA),,,,,"{'test_name': 'Thermal stability test', 'temperature': 333, 'time': 15, 'humidity': None, 'retained_percentage_cont': 88.4, 'retained_percentage_tret': None}","{'test_name': 'Long-term photostability test', 'temperature': 100, 'time': 4, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 92.1}",,,,,,,,,,,,,,,,,,,,,,,,,Dodecylamine,C(CCCCCCCCCCC)N
2317,,,,,3-aminopropyl-triethoxysilane (APTES),,,,,"{'test_name': 'ISOS-D or ISOS-L', 'temperature': 25, 'time': 40, 'humidity': 75, 'retained_percentage_cont': 70, 'retained_percentage_tret': 20}",,,,,,,,,,,,,,,,,,,,,,,,,,3-aminopropyltriethoxysilane,NCCC[Si](OCC)(OCC)OCC
2321,,,,,BiOBr,,,,,"{'test_name': 'ISOS-D', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'ISOS-L', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Bismuth oxybromide,O(Br)Br.[Bi]
