Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator
2155,,,,,"2,3-Dimercaptopropanol (DMP)",,,,,"{'test_name': 'UV exposure', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2
2156,,NiO_x,NIP,,BTF14,22.11,1.11,24.2,1.17,"{'test_name': 'Operational stability', 'temperature': 60, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 23, 'retained_percentage_tret': 77}",,,,,,,,,,,,,,,,,,,,,,,,,,
2157,,SnO2,n-i-p,,Sodium gluconate (SG),23.7,1.171,25.34,1.194,"{'test_name': 'Stability test', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Sodium D-gluconate
2158,,,,,AlO_x,19.32,1.126,21.8,1.181,"{'test_name': 'Photothermal stability', 'temperature': 3500, 'time': 'N2 storage', 'humidity': None, 'retained_percentage_cont': 54, 'retained_percentage_tret': 97}","{'test_name': 'Light soaking stability', 'temperature': 100, 'time': 1560, 'humidity': None, 'retained_percentage_cont': 57, 'retained_percentage_tret': 87}",,,,"{'test_name': 'Thermal stability', 'temperature': 65, 'time': 672, 'humidity': None, 'retained_percentage_cont': 38, 'retained_percentage_tret': 78}",,,,,,,,,,,,,,,,,,,,,
2159,CsPbIBr2 and CsPbI2Br,,,,Triacetyl resveratrol (TRES),,,10.38,1.358,"{'test_name': 'ISOS-D-1', 'temperature': 25, 'time': 1128, 'humidity': 30, 'retained_percentage_cont': 100, 'retained_percentage_tret': 86}","{'test_name': 'ISOS-D-2', 'temperature': 85, 'time': 41000, 'humidity': 35, 'retained_percentage_cont': 80, 'retained_percentage_tret': 86}",,,,,,,,,,,,,,,,,,,,,,,,,
2160,,,inverted,,CYH23,,,18.77,1.08,"{'test_name': 'N/A', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 86}","{'test_name': 'N/A', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 86}",,,,,,,,,,,,,,,,,,,,,,,,,
2161,CsPbI3,P3CT,NIP,SpiroOMeTAD,Hexanediamine (HDA),12.69,1.01,18.21,1.1,"{'test_name': 'Stability test', 'temperature': 35, 'time': 1000, 'humidity': 35, 'retained_percentage_cont': 50, 'retained_percentage_tret': 80}",,,,81.21,,,,,,,,,,,,,,,,,,,,,,Hexanediamine
2162,,,symmetric,,i-p a-Si:H,,700.0,,,"{'test_name': 'Heat stress', 'temperature': 120, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2163,,,,,"Sn-based perovskites (MASnI3, FASnI3 with SnF2 additives)",,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 3800, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,
2164,,,,,phenethylammonium iodide (PEAI),,,,,"{'test_name': 'ISOS-L-2', 'temperature': 65, 'time': None, 'humidity': 30, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-phenylethylazanium iodide
2165,MAPbI3,NiOx,PIN,PCBM,MAAc,,,14.0,,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2166,,,,,Liquid Crystal Elastomer (LCE),,,,,"{'test_name': 'Thermal stability test', 'temperature': 85, 'time': 504, 'humidity': None, 'retained_percentage_cont': 85.6, 'retained_percentage_tret': None}","{'test_name': 'Mechanical stability test', 'temperature': None, 'time': 5400, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 88.4}",,,,,,,,,,,,,,,,,,,,,,,,,
2167,,,,,Tris(4-fluorophenyl)phosphine oxide (TFPPO),,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 750, 'humidity': 'ambient air', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}","{'test_name': 'ISOS-L', 'temperature': 25, 'time': 750, 'humidity': 'O2', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 750, 'humidity': 'N2', 'retained_percentage_cont': 50, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,Tris(4-fluorophenyl)phosphine oxide
2168,MAPb(I0.5Br0.5)3,SnO2,NIP,Spiro-OMeTAD,1-propyl-3-vinylimidazolium iodide (IL-I),,,9.5,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 60, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 99}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Propyl-3-vinylimidazolium iodide
2171,,SnO2,,,CuCl2,21.18,,23.71,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 30, 'humidity': 35, 'retained_percentage_cont': 52.72, 'retained_percentage_tret': 87.62}",,,,,,,,,,,,,,,,,,,,,,,,,,Copper(II) chloride
2174,FA0.8Cs0.15MA0.05PbI2.4Br0.6,"4-(7H-dibenzo[c,g]carbazol-7-yl)butyl) phosphonic acid (4PADCB)",NIP,"1,3-propanediamine dihydriodide (PDAI2)","1,3-Dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",19.5,1.185,21.9,1.256,"{'test_name': 'Stability test in ambient air', 'temperature': 25, 'time': 1000, 'humidity': '15-25% RH', 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,1
2177,Spiro-OMeTAD hole-transporting layer (HTL) with Tp-Azo-COF,,,Spiro-OMeTAD,Tp-Azo-COF,21.41,1.11,24.25,1.18,"{'test_name': 'Accelerated aging test', 'temperature': 55, 'time': 980, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': 100.0}",,,,,,,,,,,,,,,,,,,,,,,,,,
2178,,,,,1-naphthylmethylammonium bromide (NMABr),,,20.2,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 3000, 'humidity': '30-40% RH', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,1-(naphthalen-1-yl)methanaminium bromide
2179,,,,,PMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poly(methyl methacrylate)
2180,,,,,Al2O3,,,14.2,578.4,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,null
2181,FAPbI3,SnO2,NIP,spiro-OMeTAD,dodecylammonium formate (DOFo),20.76,1.09,25.0,1.2,"{'test_name': 'Thermal stability', 'temperature': 85, 'time': 1000, 'humidity': 'N2', 'retained_percentage_cont': 92, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,,dodecylammonium formate
2182,,,,,Fmoc-Ala-OH,16.18,1.08,21.14,1.08,"{'test_name': 'Stability test', 'temperature': 25, 'time': 10, 'humidity': 38, 'retained_percentage_cont': 72, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,Fmoc-alanine
2186,MAPbI3,PCBM,PIN,NiOx,"4,4'-diaminodiphenylmethaneiodide salt (MDA)",15.79,1.0,18.74,1.056,"{'test_name': 'Stability', 'temperature': '500 hours', 'time': '500 hours', 'humidity': '60-70% relative humidity', 'retained_percentage_cont': 40, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,4
2187,,,,,4-methoxybenzamidine hydrochloride (MeO-PFACl),,,25.37,1.19,"{'test_name': 'Maximum power point tracking (MPPT)', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}","{'test_name': 'Accelerated thermal aging', 'temperature': 65, 'time': 500, 'humidity': None, 'retained_percentage_cont': 86, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,4-methoxybenzamidine hydrochloride
2190,MAPbI3,TiO2,NIP,Iron pyrite (FeS2 NCs),Iron pyrite (FeS2 NCs),8.03,991.6,8.85,972.6,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 7, 'humidity': '50% RH', 'retained_percentage_cont': 65, 'retained_percentage_tret': 85}",,,,66.4,,,,,,,,,,,,,,,,,,,,,,iron disulfide
2191,,,p-i-n,,ITIC,12.24,,14.62,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,2-(6-(1-(2
2192,Cs 0.05 FA 0.95 PbI 3,SnO2,PIN,Spiro-OMeTAD,TPA,,,25.67,1.203,"{'test_name': 'Stability', 'temperature': 1000, 'time': '1000 h', 'humidity': '30% RH', 'retained_percentage_cont': 20, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Triphenylamine
2193,(BA)2PbBr4,SnO2,NIP,Spiro-OMeTAD,(BA)2PbBr4,22.18,1.063,25.47,1.18,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 770, 'humidity': None, 'retained_percentage_cont': 89, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2194,,,,,urea,10.42,0.8200000000000001,14.22,0.89,"{'test_name': 'long-term shelf stability', 'temperature': None, 'time': 2184, 'humidity': None, 'retained_percentage_cont': 88.7, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Urea
2195,PbI2 converted into δ-CsPbI3,Spiro-OMeTAD,,,δ-CsPbI3,19.62,,21.21,,"{'test_name': None, 'temperature': 1200, 'time': '1200 hours', 'humidity': '15-25%', 'retained_percentage_cont': 88.2, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2196,,,,,"2-deoxy-2,2-difluoro-d-erythro-pentafuranous-1-ulose-3,5-dibenzoate (DDPUD)",,,23.77,1.162,"{'test_name': 'Humidity stability test', 'temperature': 10, 'time': 3000, 'humidity': 20, 'retained_percentage_cont': 98.18, 'retained_percentage_tret': None}","{'test_name': 'Thermal stability test', 'temperature': 65, 'time': 1728, 'humidity': None, 'retained_percentage_cont': 72.87, 'retained_percentage_tret': 88.1}",,24.87,0.8220000000000001,"{'test_name': 'Light stability test', 'temperature': None, 'time': 1728, 'humidity': None, 'retained_percentage_cont': 24.16, 'retained_percentage_tret': 51.89}",,,,,,,,,,,,,,,,,,,,,
2197,,,,,JY8,,,,,"{'test_name': 'Stability', 'temperature': 85, 'time': 720, 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,
2198,,,,,N-PAH23,,,,,"{'test_name': 'shelf-life stability', 'temperature': None, 'time': 500, 'humidity': 35, 'retained_percentage_cont': 95, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
2199,,SnO2,,Spiro-OMeTAD,Citric Acid (CA),21.02,,24.2,,"{'stability_type': 'ISOS-D', 'temperature': 25, 'time': 800, 'humidity': 60, 'retained_proportion_cont': 0.867, 'retained_proportion_tret': 0.962}","{'stability_type': 'ISOS-L', 'temperature': 25, 'time': 1600, 'humidity': '20-40', 'retained_proportion_cont': 0.854, 'retained_proportion_tret': 0.932}",,,,,,,,,,,,,,,,,,,,,,,,,citric acid
2200,,,,,ZnSe doped with Cu²+,,,5.29,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,Intrinsic and doped silicon layers (nc-Si:H and silicon oxide),26.8,751.0,26.8,751.0,"{'test_name': 'Light soaking', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2203,CsFAPbI3,TiO2,PIN,spiro-MeOTAD,[N4444][TFSI],22.91,1.12,24.53,1.17,"{'test_name': 'stability under illumination', 'temperature': '1 sun', 'time': '500 hours', 'humidity': '0% RH', 'retained_percentage_cont': 100, 'retained_percentage_tret': 70}","{'test_name': 'thermal stability', 'temperature': '60°C', 'time': '400 hours', 'humidity': 'none', 'retained_percentage_cont': 72, 'retained_percentage_tret': 84}",,,,"{'test_name': 'humidity stability', 'temperature': 'none', 'time': '360 hours', 'humidity': '80% RH', 'retained_percentage_cont': 40, 'retained_percentage_tret': 67}",,,,,,,,,,,,,,,,,,,,,
2204,,,,,Phosphoric acid (PA)-based SAMs,,,,,"{'test_name': 'Thermal cycling test', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
2205,,,,,Hexachlorotriphosphazene (HCCP),,,21.47,1.21,"{'test_name': 'Stability test', 'temperature': 500, 'time': '500 hours', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,hexachlorocyclotriphosphazene
2206,MAPbI3,PCBM,inverted (p-i-n),BCP,PCBM,13.6,1030.0,16.4,1050.0,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 24, 'humidity': 50, 'retained_percentage_cont': 70, 'retained_percentage_tret': 75}","{'test_name': 'ISOS-L', 'temperature': 25, 'time': 24, 'humidity': 50, 'retained_percentage_cont': 65, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,Phenyl-C61-butyric acid methyl ester
2207,Cs0.1FA0.6MA0.3Pb0.5Sn0.5I3,C60,PIN,BCP,"2,5-di-tert-butylhydroquinone (DBHQ)",19.6,0.8190000000000001,23.0,0.881,"{'test_name': 'aging', 'temperature': 25, 'time': 800, 'humidity': None, 'retained_percentage_cont': 84.2, 'retained_percentage_tret': None}","{'test_name': 'aging', 'temperature': 60, 'time': 120, 'humidity': None, 'retained_percentage_cont': 22.3, 'retained_percentage_tret': 78.9}",,,,,,,,,,,,,,,,,,,,,,,,,2
2209,,,,,TAPP-Zn,19.88,0.8200000000000001,23.28,0.87,"{'test_name': 'aging', 'temperature': 25, 'time': 1400, 'humidity': None, 'retained_percentage_cont': 76.0, 'retained_percentage_tret': 95.0}",,,,,,,,,,,,,,,,,,,,,,,,,,
2210,,,,,Imidazoanthraquinone derivative (AQ),13.88,0.94,17.21,0.98,"{'test_name': 'Moisture stability', 'temperature': 35, 'time': '30 days', 'humidity': '35% RH', 'retained_percentage_cont': 50, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
2211,PbS QDs,ZnO,PIN,PbS-EDT,Lead halide ligands,10.36,0.495,10.05,0.48,"{'test_name': 'Cycle 1', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}","{'test_name': 'Cycle 2', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,"{'test_name': 'Cycle 3', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}","{'test_name': 'Cycle 4', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,
2212,,,,,CH3NH3PbI3 (MAP),0.7000000000000001,,4.1,,"{'test_name': 'air_stability', 'temperature': 'air', 'time': '1 week', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium lead iodide
2214,Cs0.05(FA0.83MA0.17)0.95PbI0.83Br0.17,TiO2,PIN,spiro-OMeTAD,Rhodamine 110 chloride (RC110),18.78,1.1,21.02,1.13,"{'test_name': 'Stability test', 'temperature': 25, 'time': 60, 'humidity': 25, 'retained_percentage_cont': 77.3, 'retained_percentage_tret': 91.4}",,,,77.06,,,,,,,,,,,,,,,,,,,,,,rhodamine 110 chloride
2218,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3 with 5% excess PbI2,,,,I-2PACz,,,25.39,,"{'stability_type': None, 'temperature': 45, 'time': 1000, 'humidity': None, 'retained_proportion_cont': 0.963, 'retained_proportion_tret': None}",,PIN,,,,,,,,,,,,,,,,,,,,,,,,2-(9H-Carbazol-9-yl)ethylphosphonic acid
2219,CsPbBr3,,,,trioctylphosphine,,,,,"{'test_name': 'stability under ambient conditions', 'temperature': 25, 'time': 'over 100 days', 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Trioctylphosphine
2220,,,,,"Colored PV modules (grey, blue, orange)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,MAPbI3,MeO-2PACz,NIP,PCBM,BDT-C2,17.98,1.06,18.96,1.1,"{'test_name': 'I(110)/I(310) ratio', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2222,CsPbI2Br,SnO2,NIP,Spiro-OMeTAD,BP-9,13.85,1.23,17.11,1.34,"{'test_name': 'Air stability', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': 95}",,,,,,,,,,,,,,,,,,,,,,,,,,
2223,FA 1-x MA x PbI 3-y Br y,spiroOMeTAD,NIP,,1-ethylpyridine hydrobromide (EPB),18.85,1.039,20.71,1.092,"{'test_name': 'Stability test', 'temperature': '20-30°C', 'time': '400 hours', 'humidity': '30-45%', 'retained_percentage_cont': 81.1, 'retained_percentage_tret': 94.5}","{'test_name': 'Stability test', 'temperature': '20-30°C', 'time': '400 hours', 'humidity': '30-45%', 'retained_percentage_cont': 91.9, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,1-Ethylpyridinium bromide
2226,,,,,Polyvinylidene Fluoride (PVDF),,,,,"{'test_name': 'Stability in soil', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Polyvinylidene fluoride
2227,MAPbI3,NiOx,NIP,NiOx,CNC,,,19.9,1.07,"{'test_name': 'ISOS-L', 'temperature': 30, 'time': 600, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,
2228,CsPbI3À x Br x,,,,"2,6-Diaminopyridine (2,6-DAPy)",19.6,1.189,21.8,1.252,"{'test_name': 'ISOS-D', 'temperature': 22.5, 'time': 1500, 'humidity': 35, 'retained_percentage_cont': 89.9, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2
2229,,,,,NH4SCN,,,21.96,,"{'test_name': 'Storage stability', 'temperature': 25, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'MPP tracking', 'temperature': 25, 'time': 400, 'humidity': None, 'retained_percentage_cont': 78.5, 'retained_percentage_tret': 94.0}",,,,"{'test_name': 'PCE distribution', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,ammonium thiocyanate
2230,,TiO2,,,l-Aspartate acid potassium (AAP),10.4,1.06,12.11,1.14,"{'test_name': 'J-V', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'PL', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'EIS', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Potassium l-aspartate
2232,Cs 0.1 FA 0.9 PbI 3,P3CT-N,NIP,PCBM,(BEA)2[PbBr4],22.1,1.1,24.5,1.14,"{'test_name': 'ISOS-L-2', 'temperature': 65, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 93.7, 'retained_percentage_tret': 90.5}",,,,,,,,,,,,,,,,,,,,,,,,,,
2234,CsSnBr3,TiO2,n-i-p,spiro-MeOTAD,SnF2,2.1,0.41,4.8,0.4,"{'test_name': 'XPS', 'temperature': 2.5, 'time': '30 min', 'humidity': 'null', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,7.1,58.0,,,,,,,,,9.0,58.0,,,,,,,,,,,,Tin(II) fluoride
2235,MAPbI2.91Br0.09,ITO,NIP,PTAA:Ce3+/Ce4+,Ce3+/Ce4+ ion pair,17.5,1.03,21.32,1.08,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 500, 'humidity': 'ambient', 'retained_percentage_cont': 29, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,
2236,CsPbBr3,,,,TMA (trimethyl aluminum),,,,,"{'test_name': 'Water stability test', 'temperature': 25, 'time': 15, 'humidity': 25, 'retained_percentage_cont': 60, 'retained_percentage_tret': None}","{'test_name': 'Thermal stability test', 'temperature': 85, 'time': 5, 'humidity': None, 'retained_percentage_cont': 47, 'retained_percentage_tret': 58}",,,,"{'test_name': 'Air exposure test', 'temperature': None, 'time': 60, 'humidity': None, 'retained_percentage_cont': 62, 'retained_percentage_tret': 84}",,,,,,,,,,,,,,,,,,,,,Trimethylaluminum
2237,TiO2-based,TiO2,n-i-p,Spiro-OMeTAD,PA and MPA-CPA,,,25.13,1.174,"{'test_name': 'Ambient stability test', 'temperature': 25, 'time': 2000, 'humidity': 10, 'retained_percentage_cont': 96, 'retained_percentage_tret': None}","{'test_name': 'Operational stability test', 'temperature': 25, 'time': 210, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 97}",,,,,,,,,,,,,,,,,,,,,,,,,
2238,CsSn0.45Pb0.55I2.4Br0.6,ITO,NIP,PCBM,"acrylamide (AM), acrolein (AE)",11.02,,14.17,,"{'test_name': 'Accelerated oxidation test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 40, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,
2240,,NiOx,p-i-n,,TRUX-D1,17.2,1.08,20.8,1.11,"{'test_name': 'Glove box stability', 'temperature': 25, 'time': 210, 'humidity': None, 'retained_percentage_cont': 98, 'retained_percentage_tret': None}","{'test_name': 'Ambient air stability', 'temperature': 25, 'time': 80, 'humidity': 40, 'retained_percentage_cont': 48.7, 'retained_percentage_tret': 75.5}",,,,,,,,,,,,,,,,,,,,,,,,,
2241,Cs 0.05 (FA 0.95 MA 0.05) 0.95 Pb(I 0.95 Br 0.05),NiO,PIN,Me-4PACz,PAM,23.49,1.181,25.3,1.211,"{'test_name': 'stability test', 'temperature': 65, 'time': 1000, 'humidity': 'N2 environment', 'retained_percentage_cont': 74, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
2242,,,,,mDPA-SFX,,,24.8,1.18,"{'test_name': 'T80', 'temperature': 30, 'time': 2238, 'humidity': None, 'retained_percentage_cont': 94.8, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
2243,,,,,FcTc2,20.2,,27.4,2.19,"{'test_name': 'Stability test', 'temperature': 85, 'time': 1500, 'humidity': 85, 'retained_percentage_cont': None, 'retained_percentage_tret': 98}","{'test_name': 'Stability test', 'temperature': 85, 'time': 2000, 'humidity': 85, 'retained_percentage_cont': None, 'retained_percentage_tret': 98}",,,,,,,,,,,,,,,,,,,,,,,,,
2244,,,,,Potassium pyrophosphate (KPP),16.0,,9.8,,"{'test_name': 'ISOS-L', 'temperature': 35, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 81, 'retained_percentage_tret': None}","{'test_name': 'Outdoor', 'temperature': 40, 'time': 75, 'humidity': None, 'retained_percentage_cont': 65, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Tetra potassium diphosphate
2247,CsPbI3,TiO2,,,5-Azaspiro[4.4]nonan-5-ium lead triiodide (ASNPbI3),18.34,1.13,,,"{'test_name': None, 'temperature': 85, 'time': 400, 'humidity': None, 'retained_percentage_cont': 68, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,5-Azaspiro[4.4]nonan-5-ium lead triiodide
